id_licencia,emp_direccion
4762,CHICLAYO CA. ALFREDO LAPOINT N° 521
4763,URB. SAN LUIS CA. MANUEL PARDO N 699
4764,CHICLAYO AV. JOSE BALTA N 1333 - 1339
4765,CHICLAYO CA. ALFREDO LAPOINT N 1110
4766,CHICLAYO CA. HEROES CIVILES N 152 - A
4767,CALLE FRANCISCO CABRERA N 060 -  RESIDENCIAL GRAN PLAZA
4768,"URB. EL PORVENIR, CA. MELITON CARBAJAL N° 124"
4769,CHICLAYO CA. EUGENIO MOYA N 364
4770,P.J. SUAZO CA. FAUSTINO SANCHEZ CARRION N 162
4771,CHICLAYO AV. AUGUSTO B. LEGUIA N 871
4772,CHICLAYO CA. COLON N 630  INT. 204
4773,CHICLAYO CA. ALFREDO LAPOINT N 1231
4774,CHICLAYO AV. JOSE BALTA N 665  INT. 203
4775,CHICLAYO CA. ALFREDO LAPOINT N 674
4776,URB. MIRAFLORES MZ. C  LOTE 06
4777,CHICLAYO CA. LEONCIO PRADO N 745
4778,CHICLAYO CA. NICOLAS CUGLIEVAN N 115
4779,CHICLAYO CA. VICENTE DE LA VEGA N 868
4780,CHICLAYO CA. ALFREDO LAPOINT N 1223
4781,CHICLAYO AV. JOSE LEONARDO ORTIZ N 152
4782,CHICLAYO CA. ALFREDO LAPOINT N 1245
4783,CHICLAYO CA. LEONCIO PRADO N 815
4784,URB. SAN JUAN CA. ASTURIAS N 288
4785,CHICLAYO CA. LEONCIO PRADO N 815 - B
4786,CHICLAYO CA. ALFREDO LAPOINT N 1057
4787,CHICLAYO  AV. SAENZ PEÑA N 1606
4788,P.J.  MURO AV. SANTOS DUMONT N 143
4789,URB. LA PRIMAVERA CA. JUAN RAMOS N 115
4790,AV. BALTA N 1352 CERCADO DE CHICLAYO
4791,"CHICLAYO, AV. LUIS GONZALES N° 310 - 318"
4792,URB. SAN LORENZO PSJ. LOS LABRADORES N 095
4793,CHICLAYO AV. JOSE BALTA N 1355  TDA. 204
4794,CHICLAYO AV. JOSE BALTA N 1349
4795,P.J. DIEGO FERRE AV. FRANCISCO BOLOGNESI N 1312
4796,CHICLAYO AV. JOSE BALTA N 1599
4797,CHICLAYO AV. TACNA N 040
4798,CHICLAYO CA. LORA Y CORDERO N 963 - A
4799,CHICLAYO CA. ARICA N 758 Y ESQ. ALFONSO UGARTE
4800,CHICLAYO CA. ELIAS AGUIRRE N 830  INT. 11
4801,CHICLAYO AV. SAENZ PEÑA N 1015
4802,CHICLAYO AV. JOSE BALTA N 658 
4803,CHICLAYO AV. JOSE BALTA N 1371  TDA. 02
4804,CHICLAYO CA. LEONCIO PRADO N 815 - B
4805,CHICLAYO AV. JOSE BALTA N 1355  TDA. 06
4806,CHICLAYO CA. LEONCIO PRADO N 876 - A
4807,CHICLAYO CA. LEONCIO PRADO N 876
4808,CHICLAYO CA. LEONCIO PRADO N 882
4809,CHICLAYO CA. TACNA N 675
4810,CHICLAYO AV. JOSE BALTA N 1355  STAND 10
4811,CHICLAYO CA. ELIAS AGUIRRE N 748  INT. 602
4812,AV. BOLOGNESI N 1317 BARRIO SUB OFICIALES F.A.P.
4813,CHICLAYO CA. LEONCIO PRADO N 810 - A
4814,P.J. LA PRIMAVERA AV. FERNANDO BELAUNDE N 1009
4815,CHICLAYO CA. LEONCIO PRADO N 735
4816,CHICLAYO CA. ALFONSO UGARTE N 696  2º PISO OF. 01
4817,CHICLAYO AV. JOSE BALTA N 1355  TDA. 13
4818,URB. PATAZCA CA. JOSE DE LA TORRE UGARTE N 453
4819,CHICLAYO AV. SAENZ PEÑA N 1231
4820,URB. EL PORVENIR AV. ANGAMOS N 650
4821,"CHICLAYO, CA. MANUEL M. IZAGA N° 794"
4822,CHICLAYO CA. LEONCIO PRADO N 811
4823,CHICLAYO CA. VICENTE DE LA VEGA N 666
4824,CHICLAYO CA. TACNA N 633
4825,CALLE ARICA N 1156 CERCADO DE CHICLAYO
4826,CALLE RIO CHANCAY N° 155 - URB. FEDERICO VILLARREAL
4827,CHICLAYO CA. ALFONSO UGARTE N 1350  STAND 67
4828,CHICLAYO AV. JOSE BALTA N 1355  TDA. 202 
4829,CHICLAYO CA. 7 DE ENERO N 676 - B
4830,CHICLAYO AV. JOSE BALTA N 1355  INT. 01
4831,CHICLAYO AV. JOSE BALTA N 1355  TDA. 208
4832,CHICLAYO AV. JOSE BALTA N 1355  TDA. 02
4833,CHICLAYO AV. FRANCISCO BOLOGNESI N 938
4834,CHICLAYO CA. MARISCAL NIETO N 140 - A
4835,CHICLAYO CA. ALFREDO LAPOINT N 1000  INT. 201 - 301
4836,CHICLAYO AV. JOSE BALTA N 1355  STAND 11
4837,CHICLAYO AV. JOSE BALTA N 1355  STAND 12
4838,CHICLAYO CA. 7 DE ENERO N 1651  TDA. 105 - 106
4839,CHICLAYO AV. JOSE BALTA N 658  OFIC. 203
4840,CALLE LEONCIO PRADO N 807
4841,CHICLAYO CA. FRANCISCO CABRERA N 338
4842,AV. MIGUEL DE CERVANTES N 300 C.C. REAL PLAZA MOD. MN - 2A
4843,AV. VICTOR RAUL HAYA DE LA TORRE N 150  MOD. F
4844,CHICLAYO CA. ARICA N 1127 TDA. 208
4845,CHICLAYO CA. FRANCISCO CABRERA N 667
4846,CHICLAYO AV. JOSE BALTA N 608  OFIC. 307
4847,CHICLAYO AV. JOSE BALTA N 608  OFIC. 307
4848,CONJ. HAB. AUGUSTO B. LEGUIA EDIF. VIII  DPTO. 103
4849,CHICLAYO AV. JOSE BALTA 1355  TDA. 206
4850,P.J. SUAZO CA. VICENTE DE LA VEGA N 1652
4851,CHICLAYO AV. JOSE BALTA N 1024
4852,CHICLAYO CA. JUAN CUGLIEVAN N 663  INT. 01
4853,CHICLAYO AV. PEDRO RUIZ N° 976
4854,CHICLAYO AV. SAENZ PEÑA N 751
4855,CHICLAYO - AV. JOSE BALTA N° 1318
4856,P.J. SUAZO CA. PEDRO GAREZON N 151
4857,CHICLAYO CA. ARICA N 980
4858,CHICLAYO CA. ARICA N 834
4859,URB. SAN LUIS CA. MANUEL PARDO N 699
4860,URB. SANTA VICTORIA AV. SANTA VICTORIA N 584 - A
4861,CHICLAYO CA. JUAN FANNING N 121 - 151 PSTO. 06
4862,UPIS COIS AV. AUGUSTO B. LEGUIA N 455
4863,CHICLAYO AV. LUIS GONZALES N 476
4864,CALLE TENIENTE PINGLO N 146
4865,CHICLAYO CA. JUAN FANNING N 151  STAND 58 - 59
4866,CHICLAYO CA. JUAN FANNING N° 151 STAND B - 35  I - 169
4867,CHICLAYO CA. ELIAS AGUIRRE N 552  STAND B-11
4868,CHICLAYO CA. JUAN CUGLIEVAN N 933
4869,CHICLAYO AV. AUGUSTO B. LEGUIA N 942
4870,URB. SAN LORENZO CA. SAN ISIDRO N 388
4871,CHICLAYO AV. JOSE BALTA N 1355  TDA. 203
4872,CHICLAYO AV. JOSE BALTA N 1320  2º PISO
4873,P.J. LA PRIMAVERA AV. FERNANDO BELAUNDE N 987
4874,CHICLAYO CA. JUAN FANNING N 151 STAND 60
4875,CHICLAYO CA. SAN JOSE N 523 - A  2º PISO
4876,URB. LAS BRISAS CA. SANTA INES N 556
4877,URB. LAS BRISAS CA. SANTO DOMINGO N 167
4878,"CHICLAYO, AV. JOSE BALTA N° 1420 - 1440"
4879,CHICLAYO CA. 8 DE OCTUBRE N 267
4880,URB. QUIÑONES CA. IQUITOS N 090
4881,CHICLAYO AV. JOSE BALTA N 884
4882,URB. CAMPODONICO AV. PEDRO RUIZ N 1511
4883,URB. CAMPODONICO AV. JORGE CHAVEZ N 1365
4884,CHICLAYO CA. ELIAS AGUIRRE N 538  STAND B-8
4885,CHICLAYO CA. JUAN FANNING N 121  STAND 18 - 19
4886,URB. SANTA VICTORIA CA. LA FLORIDA N 270
4887,URB. LAS BRISAS CA. LA VERONICA N 161
4888,URB. PATAZCA CA. FRANCISCO CUNEO N 1000
4889,CHICLAYO CA. JUAN FANNING N 121 STAND 61
4890,CHICLAYO CA. COLON N 669  1º PISO
4891,URB. LAS BRISAS CA. EL MENSAJERO N 156
4892,P.J.  MURO CA. SANTOS DUMONT N 145 - B
4893,CHICLAYO CA. SAN JOSE N 155  INT. 109
4894,CHICLAYO CA. ALFREDO LAPOINT N 845
4895,CHICLAYO AV. JOSE BALTA N 1148
4896,CALLE SAN JOSE N 155  INT. 115 CERCADO DE CHICLAYO
4897,URB. SAN LORENZO CA. LOS LABRADORES N 124
4898,ZONA INDUSTRIAL PATAZCA CA. CAJAMARCA NORTE N 248
4899,CHICLAYO CA. SAN JOSE N 155
4900,URB. PATAZCA CA. TUMBES N 296
4901,P.J. SAN NICOLAS CA. 9 DE OCTUBRE N 154
4902,AV. AUGUSTO B. LEGUIA N 1500 - B  URB. SAN LORENZO
4903,CHICLAYO CA. JUAN FANNING N 121 STAND 55
4904,CHICLAYO CA. MANUEL MARIA IZAGA N 232
4905,CHICLAYO AV. JOSE LEONARDO ORTIZ N 345
4906,"CHICLAYO, AV. ORIENTE N° 195"
4907,CHICLAYO CA. MANUEL M. IZAGA N 725  DPTO. 304
4908,CHICLAYO CA. LORA Y CORDERO N 808
4909,CHICLAYO CA. LORA Y CORDERO N 814
4910,AV. SALAVERRY N 1774 URB. 3 DE OCTUBRE
4911,CHICLAYO CA. SAN JOSE N 371
4912,URB. REMIGIO B. SILVA PSJE. CORONEL BORGOÑO N 128
4913,CHICLAYO CA.SAN JOSE N 456
4914,CHICLAYO AV. SAENZ PEÑA N 813 
4915,CALLE SAN JOSE N 725
4916,CHICLAYO CA. ALFONSO UGARTE N 1200
4917,AV. VICTOR RAUL HAYA DE LA TORRE N 244 - 246
4918,CHICLAYO AV. JOSE BALTA N 915  TDA. 114
4919,CHICLAYO AV. SAENZ PEÑA N 1061
4920,CHICLAYO CA. TORRES PAZ N 689
4921,CHICLAYO CA. TACNA N 625
4922,CHICLAYO CA. SAN JOSE N 427
4923,AVENIDA BOLOGNESI N 590  B  - INTERIOR 1 - CERCADO
4924,URB. QUIÑONES CA. TIGRE N 200
4925,CHICLAYO AV. BOLOGNESI N 590  INT. 2
4926,AVENIDA BOLOGNESI N590  B - INTERIOR 2 - CERCADO
4927,"CHICLAYO, CA. ALFONSO UGARTE N° 1099"
4928,CHICLAYO CA. SAN JOSE N 351 INT. 2
4929,URB. LOS LIBERTADORES CA. PANAMERICA N° 195
4930,URB. LAS BRISAS CA. VATICANO N 675
4931,CHICLAYO AV. JOSE BALTA N 915  INT. 106
4932,CHICLAYO AV. LUIS GONZALES N 672
4933,CHICLAYO CA. SAN JOSE N 400
4934,URB. REMIGIO SILVA V ETAPA CA. OASIS N 198
4935,AV. FRANCISCO BOLOGNESI N 590 - INT. 3
4936,CHICLAYO CA. SAN JOSE N 415 - MEZANINE
4937,P.J. DIEGO FERRE AV. M. DE CERVANTES N 300 MN - 23
4938,P.J. JOSE OLAYA AV. SALAVERRY N 289
4939,P.J. DIEGO FERRE C.C. REAL PLAZA MN - 19
4940,URB. SAN LORENZO AV. AUGUSTO B. LEGUIA N 1148
4941,CHICLAYO CA. SAN JOSE N 490  INT. 19
4942,P.J. LOPEZ ALBUJAR CA. HUMBOLT N 915
4943,URB. REMIGIO SILVA CA. LA PAZ N 360
4944,CHICLAYO CA JUAN CUGLIEVAN N 1118
4945,URB. EL AMAUTA MZ. F  LOTE 24
4946,CHICLAYO AV. SAENZ PEÑA N 1203
4947,CHICLAYO CA. ELIAS AGUIRRE N 461  INT. 9 - 10
4948,CHICLAYO CA. JUAN CUGLIEVAN N 998
4949,P.J. TUPAC AMARU CA. PIURA NORTE N 458
4950,CHICLAYO CA. SAN JOSE N 761  OF. 16
4951,CHICLAYO AV. LUIS GONZALES N 1380 - B
4952,CHICLAYO CA. ELIAS AGUIRRE N 458
4953,CHICLAYO CA. SAN JOSE N 362
4954,CHICLAYO AV. SAENZ PEÑA N 744
4955,URB. LOS PARQUES AV. ELVIRA GARCIA Y GARCIA N 490
4956,CHICLAYO CA. ELIAS AGUIRRE N 830  INT.  5 - 7
4957,VILLA EL SALVADOR CA. PACORA N 143
4958,P.J. JOSE OLAYA CA. MANUEL ARTEAGA N 160
4959,CHICLAYO AV. SAENZ PEÑA N 1505
4960,CHICLAYO CA. MANUEL M. IZAGA N 710 - A  2º PISO
4961,P.J. DIEGO FERRE AV. MIGUEL DE CERVANTES N 300 INT. 105
4962,P.J. SAN MARTIN AV. SESQUICENTENARIO N 170 - A
4963,URB. EL PORVENIR AV. RAYMONDI N 143
4964,CHICLAYO CA. MARISCAL SUCRE N 215
4965,URB. QUIÑONES CA. TIGRE N 205
4966,CHICLAYO CA. 7 DE ENERO N 217
4967,CHICLAYO CA. COLON N 607
4968,CHICLAYO CA. ALFONSO UGARTE N 1372
4969,URB. LA PRIMAVERA CA. WILFREDO VALDIVIEZO N 258 - 262
4970,CALLE LETICIA N 299 CERCADO
4971,P.J. DIEGO FERRE AV. M. DE CERVANTES N 300  MOD. 01
4972,CHICLAYO CA. SAN JOSE N 430
4973,CHICLAYO AV. JOSE BALTA N 424  OFIC. 302
4974,CHICLAYO CA. ARICA N 725
4975,CHICLAYO CA. SAN MARTIN N 255
4976,URB. SANTA VICTORIA AV. LIBERTAD N 229
4977,CHICLAYO AV. ARICA N 1261
4978,CHICLAYO CA. LORA Y CORDERO N 710 - B
4979,AV PIURA  N 535 - PP.JJ. TÚPÁC AMARU
4980,CHICLAYO CA. COLON N 399
4981,URB. SAN JUAN CA. ANDALUCIA N 180
4982,P.J. MURO AV. VICTOR RAUL HAYA DE LA TORRE N 111
4983,CHICLAYO CA. SAN JOSE N 456   3º PISO
4984,CHICLAYO CA. ALFREDO LAPOINT N 1058
4985,URB. SANTA VICTORIA AV. GRAU N 659
4986,CHICLAYO CA. MANUEL MARIA IZAGA N 230
4987,P.J. TUPAC AMARU AV. BELAUNDE N 486 - A
4988,CHICLAYO CA. ALFREDO LAPOINT N 903  INT. 18
4989,URB. F. VILLARREAL AV. V. R. HAYA DE LA TORRE N 430
4990,URB. SAN LUIS AV. ANGAMOS N 980
4991,P.J. SAN FRANCISCO CA. CARLOS MARIATEGUI N 160
4992,CHICLAYO CA. 7 DE ENERO N 815
4993,CHICLAYO AV. SAENZ PEÑA N 977
4994,URB. SAN LORENZO CA. LAMBAYEQUE N 170
4995,CHICLAYO AV. SAENZ PEÑA N 979
4996,CHICLAYO AV. FCO. BOLOGNESI N° 342  OFIC. 07
4997,P.J. JOSE OLAYA CA. CAJAMARCA N 113
4998,URB. MAGISTERIAL CA. DANIEL CHECA N 186
4999,CHICLAYO CA. VICENTE DE LA VEGA N 647 - 01
5000,CHICLAYO CA. LETICIA N 255
5001,P.J.  MURO AV. MIGUEL DE CERVANTES N 300 MOD. 03
5002,CHICLAYO CA. TNTE. PINGLO N 159
5003,CHICLAYO CA. JUAN CUGLIEVAN N 1840
5004,CHICLAYO AV. LUIS GONZALES N 498
5005,URB. SANTA VICTORIA AV. LIBERTAD N 401
5006,CHICLAYO AV. JOSE BALTA N 940  OFIC. 107
5007,CHICLAYO CA. VICENTE DE LA VEGA N 1098
5008,URB. SANTA VICTORIA AV. MIGUEL GRAU N 761
5009,CHICLAYO AV. SAENZ PEÑA N 821 - A
5010,CALLE NAZARETH N 660 - PP.JJ. ZAMORA
5011,CHICLAYO CA. LORA Y CORDERO N 115
5012,CHICLAYO AV. SAENZ PEÑA N 1231  INT. 102
5013,RES. LA MARINA PSJE. LA MARINA N 100
5014,CHICLAYO AV. BOLOGNESI N 773
5015,CHICLAYO AV. PEDRO RUIZ N 1828
5016,CHICLAYO CA. VICENTE DE LA VEGA N 800  INT. 01
5017,CHICLAYO CA. LEONCIO PRADO N 1098
5018,URB. JARDINES DE SANTA ROSA MZ  J  LOTE 01
5019,CHICLAYO AV. LUIS GONZALES N 484
5020,CHICLAYO CA. MANUEL M. IZAGA N 765  OFIC. 102
5021,URB. LOS PARQUES  AV. FEDERICO VILLAREAL N 255
5022,CHICLAYO CA. TACNA N 823
5023,CHICLAYO CA. ALFREDO LAPOINT N 399
5024,AMPL. TUPAC AMARU AV. PANAMERICANA NORTE N 582
5025,CHICLAYO AV. JOSE BALTA N 1198
5026,CHICLAYO AV. BOLOGNESI N 536  INT. 12
5027,URB. PATAZCA CA. JUAN BUENDIA N 670
5028,P.J. SIMON BOLIVAR CA. J. F. SANCHEZ CARRION N° 135
5029,AV. SAENZ PEÑA N 1025 CERCADO DE CHICLAYO
5030,CHICLAYO CA. 7 DE ENERO N 1371
5031,CHICLAYO CA. ELIAS AGUIRRE N 830  STAND 06
5032,CHICLAYO CA. LETICIA N° 271
5033,CHICLAYO AV. SAENZ PEÑA N 938
5034,CHICLAYO CA. LORA Y CORDERO N 1127
5035,CHICLAYO CA. 7 DE ENERO N 1230  2º PISO
5036,URB. SANTA VICTORIA AV. LIBERTAD N 357
5037,CHICLAYO AV. SAENZ PEÑA N 1000
5038,URB. EL PORVENIR AV. ANGAMOS N° 600
5039,URB. SAN EDUARDO AV. V. R. HAYA DE LA TORRE N 150
5040,P.J. D. FERRE AV. VICTOR R. HAYA DE LA TORRE N 375
5041,URB. SAN LORENZO AV. AUGUSTO B. LEGUIA N 995
5042,CHICLAYO CA ARICA N 1124
5043,CHICLAYO AV. ARICA N 1110 - A
5044,P.J. TUPAC AMARU AV. FERNANDO BELAUNDE N 466 - A
5045,P.J. JORGE CHAVEZ CA. J. SEOANE N 134
5046,URB. LAS BRISAS CA. POLONIA N 218
5047,CHICLAYO AV. JOSE BALTA N 1444  STAND 15
5048,URB. SAN ISIDRO CA. WILFREDO VALDIVIEZO N 498
5049,URB. SAN EDUARDO AV. V. R. HAYA DE LA TORRE N 150 INT. 6-7
5050,CHICLAYO CA. TNTE. PINGLO N 134  2º PISO
5051,URB. SAN LUIS CA. MANUEL PARDO N 510 - A
5052,P.J. SUAZO CA. FRANCISCO CABRERA N 1563
5053,URB. REMIGIO SILVA AV. DEL PROGRESO N 400
5054,URB. QUIÑONES AV. ZARUMILLA N 140
5055,URB. LOS PARQUES AV. ELVIRA GARCIA N 532  2º PISO
5056,URB. CAMPODONICO AV. JORGE CHAVEZ N 323 - 01
5057,URB. BANCARIOS CA. EL VIRREY N 450
5058,CHICLAYO CA. NICOLAS CUGLIEVAN N 1233 STAND 11 C1
5059,CHICLAYO AV. SAENZ PEÑA N 920
5060,URB. SAN EDUARDO CA. 7 DE ENERO N 280
5061,P.J. MURO AV. VICTOR R. HAYA DE LA TORRE N 105
5062,URB. LAS BRISAS AV. NACIONALISMO N 563
5063,CHICLAYO AV. SALAVERRY N 150
5064,CHICLAYO AV. JOSE BALTA N 176 - 179
5065,CHICLAYO AV. PEDRO RUIZ N 911 - 915
5066,CHICLAYO CA. SAN JOSE N 349
5067,CHICLAYO CA. JUAN CUGLIEVAN N 1052
5068,URB. LA PRIMAVERA CA. R. CASTAÑEDA N 100
5069,CHICLAYO - CA. MANUEL PARDO N° 274
5070,CALLE LAS AMÉRICAS N 098 INTERIOR A PP.JJ. SAN MARTÍN
5071,CHICLAYO AV. LUIS GONZALES N 940
5072,P.J. JOSE OLAYA AV. SALAVERRY N 187
5073,CHICLAYO CA. JUAN CUGLIEVAN N 1333 - A
5074,"CHICLAYO, JUAN CUGLIEVAN N° 1327"
5075,URB. LA PRIMAVERA CA. VICTOR FONSECA  N 286
5076,CHICLAYO AV. FRANCISCO BOLOGNESI N 1080
5077,CHICLAYO GALERIAS CUGLIEVAN STAND 5 - A I
5078,CHICLAYO AV. JOSE BALTA N 025  2º PISO
5079,URB. LAS BRISAS CA. TEATRO N 140 - A
5080,CHICLAYO CA. ELIAS AGUIRRE N 457  STAND 37
5081,CHICLAYO CA. AMAZONAS N 473  INT. 8  2º PISO
5082,CHICLAYO AV. JOSE BALTA N 1355  INT. 08
5083,URB. REMIGIO SILVA CA. DOMINGO ELIAS N 420  2º PISO
5084,PJ. 9 DE OCTUBRE CA. LOS MIRLOS N° 230
5085,P.J. JOSE BALTA CA. JUAN FANNING N 555
5086,CHICLAYO CA. ALFONSO UGARTE N 1730 - B
5087,URB. QUIÑONES CA. SARGENTO F. LORES N 158
5088,CHICLAYO AV. SALAVERRY N 155
5089,CHICLAYO AV. JOSE BALTA N 1480  OFIC. 208
5090,P.J. BALTA AV. JOSE QUIÑONEZ N 915  INT. B
5091,URB. CAMPODONICO AV. GRAU N 618 - 622
5092,CHICLAYO CA. CRISTOBAL COLON N 300
5093,CHICLAYO AV. LUIS GONZALES N 426
5094,P.J. 9 DE OCTUBRE CA. LOS NARANJOS N 682
5095,URB. LOS PARQUES CA. MANUEL ARTEAGA N 377
5096,CHICLAYO CA. ELIAS AGUIRRE N 457  INT. 01
5097,URB. LOS PARQUES CA. LOS NOGALES N 207
5098,CHICLAYO  AV. VICENTE DE LA VEGA N 1424
5099,CAMPODONICO AV. PEDRO RUIZ N 1624
5100,P.J. JOSE BALTA AV. NICOLAS DE PIEROLA N 690
5101,CHICLAYO AV. LUIS GONZALES N 1225  INT. A
5102,P.J. SUAZO CA. VICENTE DE LA VEGA N 1425
5103,URB. LOS PARQUES CA. MANUEL ARTEAGA N 585
5104,CHICLAYO AV. LUIS GONZALES N 378 - C
5105,URB. F. VILLARREAL CA. VICTOR RAUL HAYA DE LA TORRE N 760
5106,URB. LOS ABOGADOS CA. JOSE CARLOS MARIATEGUI N 115
5107,P.J. CRUZ DE LA ESPERANZA CA. LA ESPERANZA N° 135
5108,URB. SANTA VICTORIA CA. LOS TUMBOS N 211
5109,CHICLAYO CA. MANUEL M. IZAGA S/N (CASA COMUNAL)
5110,CHICLAYO AV. PEDRO RUIZ N 983 - A
5111,CHICLAYO CA. 7 DE ENERO N 1285
5112,CHICLAYO CA. COLON N 616
5113,CHICLAYO CA. ARICA N 1240
5114,CHICLAYO JUAN CUGLIEVAN N 651- 661
5115,URB. SANTA VICTORIA CA. LOS ALAMOS N 253
5116,CHICLAYO AV. PEDRO RUIZ N 1063
5117,URB. LOS PARQUES CA. LAS MAGNOLIAS N 375
5118,CHICLAYO AV. JOSE L. ORTIZ N 158
5119,CHICLAYO CA. LEONCIO PRADO N 943
5120,URB. LOS PARQUES CA. LAS MAGNOLIAS N 385
5121,CHICLAYO AV. LUIS GONZALES N 640
5122,P.J. DIEGO FERRE MALL REAL PLAZA LC - 156
5123,CHICLAYO AV. SAENZ PEÑA N 1071
5124,CHICLAYO CA. FRANCISCO CABRERA N 1105
5125,URB. SANTA VICTORIA CA. LA FLORIDA N 400
5126,URB. FEDERICO VILLARREAL CA. LAS PILETAS N 320
5127,CHICLAYO AV. PEDRO RUIZ N 1033  2º PISO  OF. 3
5128,CHICLAYO AV. LUIS GONZALES N 1391 - A  -  B
5129,CHICLAYO CA. ARICA N 1176
5130,URB. SAN JUAN CA. ALCALA N 137
5131,URB. LOS PARQUES CA. LAS MAGNOLIAS N 368
5132,URB. SAN LUIS AV. LUIS GONZALES N 1490
5133,CHICLAYO CA. JUAN CUGLIEVAN N 1361 
5134,URB. PATAZCA CA. JOSE DE LA TORRE N 459 - B
5135, PJ. JOSE OLAYA CA. LORETO N 210
5136,AVENIDA PANAMERICANA N 291 - URBANIZACIÓN BANCARIOS
5137,P.J. LA PRIMAVERA CA. LOS ALMENDROS N 150
5138,CHICLAYO CA. JUAN FANNING CDRA. 1 TDA. 7
5139,URB. SANTA VICTORIA CA. LA FLORIDA N 598
5140,UPIS COIS CA. COIS N 272
5141,URB. CAMPODONICO AV. JOSE QUIÑONES N 468
5142,URB. EL AMAUTA CA. JORGE WESTERM MZ. A  LOTE 10
5143,P.J. SUAZO CA. VICENTE DE LA VEGA N 1649
5144,CHICLAYO AV. SALAVERRY N 770 DPTO. 01 2º PISO
5145,URB. LOS PARQUES CA. LOS TULIPANES N 363
5146,CHICLAYO CA. FRANCISCO CABRERA N 992
5147,URB. EL PORVENIR CA. MELITON CARBAJAL N 200 - A
5148,CHICLAYOCA. MANUEL M. IZAGA N 781
5149,URB. CAMPODONICO CA. LEONCIO PRADO N 1575
5150,URB. EL PORVENIR AV. ANGAMOS N 610
5151,CHICLAYO AV. LUIS GONZALES N 1536
5152,CHICLAYO CA. ELIAS AGUIRRE N 457  STAND 7
5153,P.J. LOPEZ ALBUJAR AV. NICOLAS DE PIEROLA N 1065
5154,URB. FEDERICO VILLARREAL CA. LOS AMARANTOS N 137
5155,AVENIDA SALAVERRY N 450 CHICLAYO
5156,CHICLAYO CA. TORRES PAZ N 651
5157,CHICLAYO SAENZ PEÑA N 500 / A
5158,URB. QUIÑONES AV. ZARUMILLA N 130
5159,CHICLAYO CA. JUAN CUGLIEVAN N 150
5160,MZ. H LOTE 14 - URB. EL INGENIERO
5161,CHICLAYO CA. ELIAS AGUIRRE N 538  A - 3
5162,URB. LOS PRECURSORES CA. DANIEL BERNARDO CHECA N 166
5163,CHICLAYO AV. LUIS GONZALES N 492
5164,URB. LAS BRISAS CA. JUAN PABLO II N 574
5165,CHICLAYO CA. ELIAS AGUIRRE N 457  INT. 30-31
5166,URB. LOS LIBERTADORES AV. SALAVERRY N 1120
5167,CHICLAYO CA. ELIAS AGUIRRE N 374  OFIC. 307 - 308
5168,PJ. 9 DE OCTUBRE MCDO. 9 DE OCTUBRE TIENDA N 03
5169,CHICLAYO CA. MANUEL M. IZAGA N 766
5170,UPIS COIS AV. AUGUSTO B. LEGUIA N 1165
5171,URB. JOSE L. ORTIZ AV. LUIS GONZALES N 1530
5172,URB. JOSE L. ORTIZ AV. LUIS GONZALES N 1534
5173,URB. SANTA VICTORIA CA. LOS TUMBOS N 209
5174,CHICLAYO AV LUIS GONZALES N 1580
5175,CHICLAYO CA. ALFONSO UGARTE N 1416 - D
5176,URB. SANTA VICTORIA AV. SANTA VICTORIA N 496
5177,CHICLAYO AV. LUIS GONZALES N 1490  OF. 03
5178,CHICLAYO CA. COLON N 673
5179,CHICLAYO AV. FRANCISCO BOLOGNESI N 901
5180,URB. EL PORVENIR CA. DIEGO FERRE N 411
5181,URB. SANTA VICTORIA CA. HUAURA N 101
5182,URB. QUIÑONES CA. JUAN TOMIS STACK N 500  2º Y 3º PISO
5183,CHICLAYO AV. BOLOGNESI N 756
5184,CHICLAYO AV. JOSE BALTA N 1200
5185,CHICLAYO CA. ELIAS AGUIRRE N 288  DPTO. 20
5186,ESQUINA RIO CHOTANO CDRA 4 Y CACTOS N 315 - URB.VILLARREAL
5187,URB. REMIGIO SILVA PSJE. PEZET N 401
5188,URB. SANTA VICTORIA AV. SANTA VICTORIA N 539
5189,P.J. LA PRIMAVERA CA. LAS AMAPOLAS N 120 
5190,URB. REMIGIO SILVA AV. ZARUMILLA N 365
5191,CHICLAYO CA. SAN JOSE N 511
5192,URB. PATAZCA CA. JUAN BUENDIA N 501
5193,URB. QUIÑONES CA. IQUITOS N 137
5194,CHICLAYO - CA. 8 DE OCTUBRE N° 114
5195,URB. REMIGIO SILVA AV. EL PROGRESO N 396
5196,URB. SAN LUIS AV. LUIS GONZALES N 1593
5197,URB. 3 DE OCTUBRE CA. EL VALLE N 159
5198,URB. SANTA VICTORIA  AV. SANTA VICTORIA N 539
5199,CHICLAYO AV. JOSE BALTA N 1763 - 1765
5200,URB. LOS PARQUES AV. FEDERICO VILLARREAL N 342
5201,URB. SAN LORENZO CA. CHONGOYAPE N 182
5202,CHICLAYO AV. JOSE BALTA N 1250 - 02
5203,CHICLAYO AV. JOSE LEONARDO ORTIZ N 128
5204,CHICLAYO AV. LORA Y LORA N 330   -   A
5205,CHICLAYO AV. JOSE L. ORTIZ N 124
5206,P.J. JOSE OLAYA CA. LORETO N 298
5207,CHICLAYO CA. ARICA N 1060
5208,CHICLAYO AV. SAENZ PEÑA N 327
5209,CHICLAYO AV. JOSE LEONARDO ORTIZ N 184
